CeTD_HB1,CeTD_HB2,CeTD_HB3,CeTD_VW1,CeTD_VW2,CeTD_VW3,CeTD_PO1,CeTD_PO2,CeTD_PO3,CeTD_PZ1,CeTD_PZ2,CeTD_PZ3,CeTD_CH1,CeTD_CH2,CeTD_CH3,CeTD_SS1,CeTD_SS2,CeTD_SS3,CeTD_SA1,CeTD_SA2,CeTD_SA3,CeTD_11_HB,CeTD_11_VW,CeTD_11_PO,CeTD_11_PZ,CeTD_11_CH,CeTD_11_SS,CeTD_11_SA,CeTD_12_HB,CeTD_12_VW,CeTD_12_PO,CeTD_12_PZ,CeTD_12_CH,CeTD_12_SS,CeTD_12_SA,CeTD_1-3_HB,CeTD_1-3_VW,CeTD_1-3_PO,CeTD_1-3_PZ,CeTD_1-3_CH,CeTD_1-3_SS,CeTD_1-3_SA,CeTD_21_HB,CeTD_21_VW,CeTD_21_PO,CeTD_21_PZ,CeTD_21_CH,CeTD_21_SS,CeTD_21_SA,CeTD_22_HB,CeTD_22_VW,CeTD_22_PO,CeTD_22_PZ,CeTD_22_CH,CeTD_22_SS,CeTD_22_SA,CeTD_23_HB,CeTD_23_VW,CeTD_23_PO,CeTD_23_PZ,CeTD_23_CH,CeTD_23_SS,CeTD_23_SA,CeTD_31_HB,CeTD_31_VW,CeTD_31_PO,CeTD_31_PZ,CeTD_31_CH,CeTD_31_SS,CeTD_31_SA,CeTD_32_HB,CeTD_32_VW,CeTD_32_PO,CeTD_32_PZ,CeTD_32_CH,CeTD_32_SS,CeTD_32_SA,CeTD_33_HB,CeTD_33_VW,CeTD_33_PO,CeTD_33_PZ,CeTD_33_CH,CeTD_33_SS,CeTD_33_SA,CeTD_0_p_HB1,CeTD_25_p_HB1,CeTD_50_p_HB1,CeTD_75_p_HB1,CeTD_100_p_HB1,CeTD_0_p_VW1,CeTD_25_p_VW1,CeTD_50_p_VW1,CeTD_75_p_VW1,CeTD_100_p_VW1,CeTD_0_p_PO1,CeTD_25_p_PO1,CeTD_50_p_PO1,CeTD_75_p_PO1,CeTD_100_p_PO1,CeTD_0_p_PZ1,CeTD_25_p_PZ1,CeTD_50_p_PZ1,CeTD_75_p_PZ1,CeTD_100_p_PZ1,CeTD_0_p_CH1,CeTD_25_p_CH1,CeTD_50_p_CH1,CeTD_75_p_CH1,CeTD_100_p_CH1,CeTD_0_p_SS1,CeTD_25_p_SS1,CeTD_50_p_SS1,CeTD_75_p_SS1,CeTD_100_p_SS1,CeTD_0_p_SA1,CeTD_25_p_SA1,CeTD_50_p_SA1,CeTD_75_p_SA1,CeTD_100_p_SA1,CeTD_0_p_HB2,CeTD_25_p_HB2,CeTD_50_p_HB2,CeTD_75_p_HB2,CeTD_100_p_HB2,CeTD_0_p_VW2,CeTD_25_p_VW2,CeTD_50_p_VW2,CeTD_75_p_VW2,CeTD_100_p_VW2,CeTD_0_p_PO2,CeTD_25_p_PO2,CeTD_50_p_PO2,CeTD_75_p_PO2,CeTD_100_p_PO2,CeTD_0_p_PZ2,CeTD_25_p_PZ2,CeTD_50_p_PZ2,CeTD_75_p_PZ2,CeTD_100_p_PZ2,CeTD_0_p_CH2,CeTD_25_p_CH2,CeTD_50_p_CH2,CeTD_75_p_CH2,CeTD_100_p_CH2,CeTD_0_p_SS2,CeTD_25_p_SS2,CeTD_50_p_SS2,CeTD_75_p_SS2,CeTD_100_p_SS2,CeTD_0_p_SA2,CeTD_25_p_SA2,CeTD_50_p_SA2,CeTD_75_p_SA2,CeTD_100_p_SA2,CeTD_0_p_HB3,CeTD_25_p_HB3,CeTD_50_p_HB3,CeTD_75_p_HB3,CeTD_100_p_HB3,CeTD_0_p_VW3,CeTD_25_p_VW3,CeTD_50_p_VW3,CeTD_75_p_VW3,CeTD_100_p_VW3,CeTD_0_p_PO3,CeTD_25_p_PO3,CeTD_50_p_PO3,CeTD_75_p_PO3,CeTD_100_p_PO3,CeTD_0_p_PZ3,CeTD_25_p_PZ3,CeTD_50_p_PZ3,CeTD_75_p_PZ3,CeTD_100_p_PZ3,CeTD_0_p_CH3,CeTD_25_p_CH3,CeTD_50_p_CH3,CeTD_75_p_CH3,CeTD_100_p_CH3,CeTD_0_p_SS3,CeTD_25_p_SS3,CeTD_50_p_SS3,CeTD_75_p_SS3,CeTD_100_p_SS3,CeTD_0_p_SA3,CeTD_25_p_SA3,CeTD_50_p_SA3,CeTD_75_p_SA3,CeTD_100_p_SA3
23.53,47.06,29.41,41.18,35.29,23.53,41.18,35.29,23.53,41.18,35.29,23.53,0.0,82.35,17.65,29.41,41.18,29.41,47.06,23.53,29.41,1,1,2,2,4,1,1,3,1,3,1,2,2,2,2,2,2,0,2,2,3,2,3,0,2,1,1,3,1,2,2,2,2,2,2,0,0,0,0,0,11,2,0,2,1,0,3,2,2,2,3,3,1,0,3,1,4,3,1,0,1,2,1,0,1,2,3,4,0,2,4,6,8,0,1,2,3,5,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,0,0,0,0,0,3,7,10,14,0,0,1,2,3,0,1,2,3,5,0,1,3,5,7,0,1,2,3,5,0,2,4,6,8,0,1,2,3,4,0,1,2,3,5
23.53,41.18,35.29,35.29,35.29,29.41,35.29,35.29,29.41,17.65,52.94,29.41,5.88,88.24,5.88,29.41,29.41,41.18,35.29,23.53,41.18,0,0,3,3,3,1,0,4,2,1,3,2,2,2,2,3,0,1,2,4,0,1,1,4,3,1,0,0,1,2,2,5,2,1,2,1,0,0,0,1,13,1,0,1,0,1,2,1,1,0,4,3,3,1,1,1,4,3,0,0,2,2,3,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5,0,0,1,2,3,0,2,4,6,9,0,1,2,3,5,0,0,0,0,1,0,3,7,11,15,0,0,0,0,1,0,1,2,3,5,0,1,2,3,5,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7
17.65,23.53,58.82,25.0,37.5,37.5,64.71,17.65,17.65,5.88,58.82,35.29,0.0,94.12,5.88,11.76,52.94,35.29,52.94,17.65,29.41,0,2,1,1,0,3,1,2,6,1,0,3,3,1,1,0,4,2,7,2,1,2,0,1,2,1,0,0,0,1,1,4,4,0,5,1,0,0,0,0,14,1,0,1,0,0,1,1,1,5,2,1,3,2,5,1,2,1,0,2,3,1,1,0,0,1,2,3,0,1,2,3,4,0,2,5,7,10,0,1,2,3,4,0,1,3,4,6,0,1,3,4,6,0,2,5,8,11,0,0,1,2,3,0,0,1,2,3,0,0,0,0,1,0,2,5,7,10,0,1,3,4,6,0,0,0,0,0,0,4,8,12,16,0,0,0,0,1,0,0,1,1,2,0,2,4,6,9,0,1,3,4,6,0,2,4,6,9,0,0,1,2,3,0,1,2,3,5
23.53,29.41,47.06,26.67,20.0,53.33,64.71,11.76,23.53,17.65,35.29,47.06,5.88,82.35,11.76,11.76,58.82,29.41,52.94,23.53,23.53,1,1,1,1,2,2,2,2,4,2,1,1,0,1,1,2,1,5,7,1,3,1,1,0,2,0,1,1,1,1,1,3,1,1,2,5,0,1,0,1,11,1,0,1,1,1,1,0,1,6,3,0,2,2,5,2,2,1,1,1,2,1,1,0,1,2,3,4,0,1,2,3,5,0,2,4,6,8,0,1,2,3,4,0,0,1,2,3,0,2,4,6,8,0,2,5,8,11,0,0,1,1,2,0,1,2,3,4,0,0,1,2,3,0,1,3,4,6,0,2,4,6,8,0,0,0,0,1,0,3,7,10,14,0,0,1,1,2,0,0,1,1,2,0,2,5,7,10,0,1,2,3,5,0,2,4,6,9,0,1,2,3,4,0,1,2,3,4
47.06,47.06,5.88,41.18,23.53,35.29,29.41,23.53,47.06,41.18,23.53,35.29,5.88,64.71,29.41,29.41,41.18,29.41,11.76,47.06,41.18,2,4,1,5,3,0,0,1,0,4,1,2,1,0,2,2,3,1,1,1,3,0,2,2,4,1,2,4,1,2,1,0,2,2,3,1,0,1,0,0,6,4,0,4,1,0,1,3,3,3,1,1,3,1,0,1,1,1,2,4,1,4,2,0,2,4,6,8,0,2,4,6,8,0,0,0,0,1,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,1,2,3,5,0,1,2,3,4,0,2,4,6,8,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,0,0,0,1,0,2,5,8,11,0,1,2,3,5,0,1,2,3,5,0,1,3,5,7,0,1,2,3,5,0,0,1,1,2,0,2,4,6,8,0,1,3,5,7
52.94,35.29,11.76,41.18,29.41,29.41,17.65,29.41,52.94,41.18,29.41,29.41,11.76,64.71,23.53,35.29,17.65,47.06,17.65,52.94,29.41,4,3,1,4,2,0,1,1,0,2,2,3,1,2,1,4,1,0,0,2,1,0,1,4,2,2,4,2,2,3,1,2,1,4,1,0,0,2,0,1,6,3,1,2,1,2,1,2,0,0,3,4,1,3,0,1,2,1,4,3,1,4,0,0,2,4,6,9,0,1,3,4,6,0,0,1,1,2,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5,0,0,1,2,3,0,1,2,3,5,0,2,4,6,9,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5,0,0,1,1,2,0,2,5,8,11,0,1,2,3,4,0,1,3,4,6,0,0,1,2,3,0,2,4,6,8,0,0,1,2,3,0,2,4,6,9,0,1,2,3,5
29.41,29.41,41.18,17.65,23.53,58.82,41.18,17.65,41.18,17.65,23.53,58.82,17.65,76.47,5.88,52.94,35.29,11.76,41.18,29.41,29.41,2,1,1,1,2,2,1,2,4,1,1,1,1,0,3,1,3,5,4,1,2,1,1,1,2,1,3,1,1,1,1,0,3,1,3,5,1,1,0,1,11,1,0,1,0,6,2,0,1,4,1,1,0,1,4,0,3,2,2,0,1,2,2,0,1,2,3,5,0,1,2,3,5,0,1,3,5,7,0,0,1,2,3,0,1,2,3,4,0,2,5,7,10,0,1,3,5,7,0,0,1,2,3,0,1,3,5,7,0,0,1,2,3,0,1,2,3,4,0,2,5,7,10,0,0,1,2,3,0,3,6,9,13,0,0,0,0,1,0,2,4,6,9,0,1,3,4,6,0,0,1,1,2,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5
0.0,70.59,29.41,70.59,29.41,0.0,29.41,70.59,0.0,58.82,41.18,0.0,0.0,100.0,0.0,29.41,23.53,47.06,52.94,0.0,47.06,0,0,0,0,8,3,0,3,2,8,3,0,3,2,0,0,0,0,2,3,0,3,8,0,0,0,0,6,3,0,3,4,0,0,0,0,0,0,0,0,16,0,0,0,0,1,2,1,1,1,2,3,1,4,3,0,5,0,0,0,6,0,2,0,0,0,0,0,0,3,6,9,12,0,1,2,3,5,0,3,6,9,12,0,1,2,3,5,0,0,0,0,0,0,1,2,3,5,0,3,6,9,12,0,0,0,0,0,0,2,5,7,10,0,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,4,8,12,17,0,0,0,0,0,0,1,2,3,5,0,1,2,3,4,0,2,4,6,8,0,2,4,6,9,0,0,0,0,0,0,2,4,6,8
52.94,35.29,11.76,35.29,23.53,41.18,11.76,29.41,58.82,35.29,23.53,41.18,35.29,52.94,11.76,52.94,23.53,23.53,17.65,52.94,29.41,5,1,2,2,4,0,1,1,0,4,0,2,1,1,2,1,2,3,0,0,2,0,3,2,2,2,5,4,0,2,1,1,2,1,2,3,3,1,1,3,5,1,0,2,0,6,2,0,2,1,1,1,1,2,0,2,1,2,5,1,1,1,3,0,2,4,6,9,0,1,3,4,6,0,0,1,1,2,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,0,1,1,2,0,1,2,3,5,0,2,5,7,10,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,2,4,6,9,0,0,1,1,2,0,2,4,6,9,0,1,2,3,4,0,1,2,3,4,0,0,1,2,3,0,2,4,6,9,0,1,2,3,5
23.53,35.29,41.18,35.29,41.18,23.53,41.18,35.29,23.53,29.41,47.06,23.53,11.76,88.24,0.0,41.18,35.29,23.53,47.06,23.53,29.41,1,1,2,1,2,3,1,3,2,2,4,0,2,0,4,2,2,0,2,3,1,3,2,1,2,1,1,0,5,0,3,0,4,2,2,0,0,2,0,2,12,0,0,0,0,3,2,2,3,1,1,0,3,1,3,2,2,2,1,1,3,0,2,0,1,2,3,4,0,1,3,4,6,0,1,3,5,7,0,1,3,4,6,0,1,3,5,7,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,1,2,3,5,0,2,4,6,8,0,1,2,3,4,0,0,1,1,2,0,3,7,11,15,0,0,0,0,0,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,2,4,6,8,0,1,2,3,4,0,1,2,3,5
41.18,35.29,23.53,53.33,6.67,40.0,23.53,23.53,52.94,41.18,23.53,35.29,11.76,58.82,29.41,35.29,23.53,41.18,23.53,41.18,35.29,4,1,1,2,3,1,1,1,2,4,0,3,0,0,1,4,1,1,2,1,1,1,1,2,1,2,5,2,2,2,1,0,3,4,2,0,0,0,2,0,7,3,2,2,0,2,1,3,1,1,2,2,2,2,1,2,1,1,4,1,2,1,3,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,2,4,6,8,0,0,0,0,1,0,1,3,4,6,0,1,2,3,4,0,1,2,3,4,0,2,4,6,9,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,0,1,1,2,0,2,5,7,10,0,1,2,3,5,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6
35.29,47.06,17.65,47.06,29.41,23.53,17.65,35.29,47.06,35.29,41.18,23.53,11.76,64.71,23.53,35.29,29.41,35.29,17.65,35.29,47.06,1,5,0,3,3,1,1,0,2,3,2,2,2,2,1,2,1,1,2,0,1,1,0,4,0,6,2,3,2,1,1,3,2,1,2,1,0,1,1,2,6,2,0,4,0,2,1,3,2,3,0,2,1,2,2,1,0,0,1,5,1,3,3,0,1,3,4,6,0,2,4,6,8,0,0,1,2,3,0,2,4,6,8,0,1,2,3,5,0,1,2,3,4,0,0,1,2,3,0,1,3,4,6,0,2,4,6,8,0,1,3,4,6,0,1,3,5,7,0,1,2,3,4,0,0,1,1,2,0,2,5,8,11,0,1,2,3,4,0,1,3,4,6,0,1,2,3,5,0,1,3,4,6,0,0,1,2,3,0,1,3,4,6,0,2,4,6,8
35.29,47.06,17.65,47.06,29.41,23.53,23.53,41.18,35.29,41.18,35.29,23.53,5.88,76.47,17.65,29.41,35.29,35.29,11.76,35.29,52.94,0,3,2,5,2,1,0,3,0,3,4,0,3,0,2,2,1,1,0,3,1,1,2,4,3,2,0,2,4,0,3,1,2,2,1,1,0,1,0,0,10,3,0,2,0,1,3,1,1,1,4,2,2,1,0,1,1,0,0,5,2,4,3,0,1,3,4,6,0,2,4,6,8,0,0,1,2,3,0,2,4,6,8,0,1,2,3,5,0,1,2,3,4,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,3,5,7,0,1,3,4,6,0,1,2,3,4,0,0,0,0,1,0,3,6,9,13,0,0,1,2,3,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,0,1,1,2,0,1,3,4,6,0,2,4,6,9
35.29,29.41,35.29,35.29,29.41,35.29,41.18,23.53,35.29,23.53,41.18,35.29,5.88,82.35,11.76,23.53,29.41,47.06,35.29,35.29,29.41,3,1,2,1,2,1,2,2,2,0,1,4,3,2,0,3,2,1,2,3,2,2,0,1,2,1,3,0,1,3,1,4,1,3,2,1,0,1,0,0,11,2,1,1,0,1,0,3,1,1,3,2,3,2,2,2,2,1,3,2,2,1,1,0,1,3,4,6,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5,0,1,3,4,6,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,0,0,0,1,0,3,7,10,14,0,0,1,1,2,0,1,2,3,4,0,1,2,3,5,0,2,4,6,8,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5
62.5,37.5,0.0,43.75,18.75,37.5,6.25,25.0,68.75,37.5,25.0,37.5,25.0,50.0,25.0,37.5,12.5,50.0,6.25,62.5,31.25,6,4,0,3,2,0,0,0,0,2,1,4,2,0,1,3,2,0,0,0,1,1,1,2,0,3,7,1,2,3,2,0,2,3,2,0,0,2,2,1,4,2,2,2,0,0,1,4,1,0,1,4,1,3,0,0,1,1,6,3,0,3,1,0,2,5,7,10,0,1,3,4,6,0,0,0,0,0,0,1,3,5,7,0,0,1,2,3,0,1,3,4,6,0,0,0,0,1,0,1,2,3,4,0,2,5,8,11,0,1,3,4,6,0,1,2,3,4,0,1,3,4,6,0,1,2,3,4,0,2,4,6,8,0,1,2,3,4,0,1,3,4,6,0,0,1,1,2,0,2,4,6,8,0,0,0,0,1,0,2,5,7,10,0,1,2,3,5
52.94,17.65,29.41,25.0,31.25,43.75,29.41,17.65,52.94,17.65,41.18,41.18,29.41,58.82,11.76,58.82,17.65,23.53,35.29,52.94,11.76,5,1,2,1,1,1,2,1,2,1,0,3,1,3,0,2,2,3,2,1,2,1,1,1,2,1,5,0,1,2,1,4,1,2,2,3,1,3,1,2,7,1,1,0,0,5,2,2,2,0,1,2,1,1,3,2,1,2,5,1,1,1,0,0,2,4,6,9,0,0,1,2,3,0,1,2,3,5,0,1,2,3,4,0,1,2,3,5,0,1,3,5,7,0,1,2,3,5,0,0,1,2,3,0,2,4,6,9,0,0,1,2,3,0,1,3,5,7,0,1,3,5,7,0,1,2,3,5,0,2,5,7,10,0,0,1,1,2,0,2,5,7,10,0,0,1,2,3,0,1,2,3,4,0,1,3,4,6,0,2,4,6,9,0,0,1,1,2
35.29,23.53,41.18,23.53,35.29,41.18,47.06,17.65,35.29,23.53,35.29,41.18,17.65,76.47,5.88,23.53,41.18,35.29,47.06,35.29,17.65,1,1,4,1,1,2,3,2,1,0,2,2,1,1,3,3,3,1,1,2,4,3,0,0,4,1,1,0,2,2,1,1,3,3,3,1,0,3,0,2,9,1,0,1,0,1,1,1,2,1,4,0,5,1,3,3,1,4,1,1,1,1,1,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,1,3,5,7,0,2,4,6,8,0,0,1,2,3,0,1,3,4,6,0,1,2,3,4,0,1,3,4,6,0,1,3,5,7,0,0,1,2,3,0,3,6,9,13,0,0,0,0,1,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,2,4,6,8,0,1,3,4,6,0,0,1,2,3
17.65,47.06,35.29,41.18,29.41,29.41,41.18,41.18,17.65,41.18,29.41,29.41,17.65,82.35,0.0,29.41,52.94,17.65,58.82,17.65,23.53,1,1,1,1,4,3,1,2,2,3,2,2,1,2,2,2,1,1,3,2,1,3,3,1,1,1,1,3,2,2,1,2,2,2,1,1,1,2,0,2,11,0,0,0,0,3,1,1,1,6,1,1,1,1,5,2,2,2,1,0,3,0,1,0,0,1,2,3,0,2,4,6,8,0,1,3,4,6,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5,0,1,3,5,7,0,1,3,5,7,0,0,1,2,3,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5,0,0,1,2,3,0,3,7,10,14,0,0,0,0,0,0,1,2,3,5,0,2,4,6,9,0,0,1,2,3,0,2,5,7,10,0,0,1,2,3,0,1,2,3,4
23.53,23.53,52.94,23.53,29.41,47.06,52.94,17.65,29.41,17.65,35.29,47.06,11.76,82.35,5.88,41.18,41.18,17.65,58.82,23.53,17.65,2,0,2,0,1,2,1,3,5,1,1,1,1,2,2,2,2,4,5,2,2,1,1,0,3,0,2,0,2,1,1,2,2,2,2,4,0,1,1,1,12,0,0,1,0,3,1,3,2,5,0,1,1,0,8,1,1,1,2,1,1,0,1,0,1,2,3,4,0,1,2,3,4,0,2,4,6,9,0,1,2,3,4,0,1,2,3,5,0,2,4,6,8,0,2,4,6,9,0,0,1,2,3,0,1,2,3,5,0,0,1,2,3,0,1,3,4,6,0,2,4,6,8,0,0,1,1,2,0,3,7,10,14,0,0,0,0,1,0,1,3,5,7,0,1,3,5,7,0,0,1,2,3,0,2,5,7,10,0,1,2,3,4,0,0,1,2,3
29.41,23.53,47.06,20.0,33.33,46.67,47.06,17.65,35.29,17.65,41.18,41.18,17.65,76.47,5.88,58.82,35.29,5.88,41.18,29.41,29.41,1,2,1,0,2,2,3,0,5,1,1,1,1,1,3,1,2,3,5,0,3,2,1,0,1,2,2,1,1,1,1,3,3,1,2,3,0,2,0,3,9,1,0,1,0,5,3,1,4,2,0,0,1,0,4,2,1,2,1,1,1,1,3,0,1,2,3,5,0,1,2,3,4,0,2,4,6,8,0,0,1,2,3,0,1,2,3,5,0,1,3,5,7,0,2,4,6,8,0,0,1,2,3,0,1,3,4,6,0,0,1,2,3,0,1,3,5,7,0,1,3,5,7,0,0,1,2,3,0,3,6,9,13,0,0,0,0,1,0,2,5,7,10,0,1,3,4,6,0,0,0,0,1,0,1,3,5,7,0,1,2,3,5,0,1,2,3,5
23.53,52.94,23.53,37.5,25.0,37.5,35.29,35.29,29.41,29.41,35.29,35.29,11.76,82.35,5.88,23.53,41.18,35.29,35.29,23.53,41.18,1,0,2,1,6,2,2,2,0,1,1,4,2,2,0,2,1,2,0,4,2,3,1,2,3,0,1,1,1,3,1,4,1,2,1,2,0,1,0,2,11,1,0,1,0,0,2,1,3,0,4,1,5,0,1,2,3,2,1,0,3,1,3,0,1,2,3,4,0,2,4,6,9,0,1,2,3,4,0,1,3,4,6,0,1,2,3,4,0,1,3,4,6,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,0,1,1,2,0,3,7,10,14,0,0,0,0,1,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7
41.18,17.65,41.18,25.0,56.25,18.75,41.18,17.65,41.18,23.53,58.82,17.65,11.76,76.47,11.76,35.29,41.18,23.53,52.94,41.18,5.88,1,2,4,0,1,2,5,0,1,1,3,0,3,4,1,0,1,2,1,0,5,2,1,0,4,2,1,1,3,0,3,4,2,0,2,1,0,2,0,2,9,1,0,2,0,1,2,3,3,2,1,1,3,0,2,5,1,6,1,0,1,0,0,0,1,3,5,7,0,0,1,2,3,0,1,3,5,7,0,1,2,3,4,0,2,4,6,9,0,0,1,2,3,0,1,3,5,7,0,0,1,2,3,0,1,3,5,7,0,1,2,3,4,0,2,5,7,10,0,0,1,2,3,0,0,1,1,2,0,3,6,9,13,0,0,1,1,2,0,1,3,4,6,0,1,3,5,7,0,1,2,3,4,0,2,4,6,9,0,1,3,5,7,0,0,0,0,1
52.94,29.41,17.65,23.53,41.18,35.29,29.41,11.76,58.82,23.53,41.18,35.29,11.76,64.71,23.53,41.18,23.53,35.29,23.53,52.94,23.53,4,3,2,2,2,0,2,0,1,0,2,2,0,4,3,3,1,1,1,0,3,1,0,1,3,2,5,0,2,2,0,4,3,3,1,1,0,1,1,1,9,0,1,1,2,2,2,3,1,0,2,4,2,0,1,3,0,3,4,2,0,1,2,0,2,4,6,9,0,1,2,3,5,0,0,1,2,3,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,1,2,3,5,0,0,1,1,2,0,2,5,7,10,0,1,2,3,4,0,1,3,5,7,0,1,3,4,6,0,0,1,1,2,0,2,5,8,11,0,1,2,3,4,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,1,2,3,4,0,2,4,6,9,0,1,2,3,4
17.65,35.29,47.06,31.25,50.0,18.75,47.06,29.41,23.53,29.41,52.94,17.65,5.88,82.35,11.76,35.29,47.06,17.65,47.06,17.65,35.29,0,2,1,2,2,2,1,2,4,1,3,1,3,4,0,1,1,1,4,2,1,2,1,2,1,2,1,1,3,1,3,5,0,1,1,1,0,1,0,1,10,2,0,2,0,2,3,1,3,3,1,1,1,1,4,1,2,1,0,2,2,2,2,0,0,1,2,3,0,1,3,4,6,0,2,4,6,8,0,1,2,3,5,0,2,4,6,8,0,0,1,2,3,0,2,4,6,8,0,1,2,3,5,0,1,2,3,4,0,1,2,3,5,0,2,4,6,9,0,0,1,2,3,0,0,0,0,1,0,3,7,10,14,0,0,1,1,2,0,1,3,4,6,0,2,4,6,8,0,0,1,2,3,0,2,4,6,8,0,0,1,2,3,0,1,3,4,6
29.41,29.41,41.18,37.5,37.5,25.0,41.18,23.53,35.29,35.29,41.18,23.53,5.88,82.35,11.76,29.41,23.53,47.06,58.82,29.41,11.76,3,2,0,1,1,3,0,2,4,2,1,3,3,1,1,0,4,0,4,1,1,2,1,1,1,2,3,2,2,2,3,1,2,0,4,0,0,1,0,1,11,1,0,2,0,1,2,2,3,0,0,1,2,5,7,1,1,1,3,1,2,0,0,0,1,2,3,5,0,1,2,3,5,0,1,3,5,7,0,1,3,4,6,0,1,3,4,6,0,1,2,3,4,0,1,3,5,7,0,1,2,3,4,0,1,3,4,6,0,1,3,4,6,0,1,3,5,7,0,1,2,3,4,0,0,0,0,1,0,3,7,10,14,0,0,1,1,2,0,1,2,3,5,0,1,2,3,4,0,2,4,6,8,0,2,5,7,10,0,1,2,3,5,0,0,1,1,2
52.94,23.53,23.53,31.25,43.75,25.0,29.41,17.65,52.94,29.41,47.06,23.53,17.65,64.71,17.65,35.29,29.41,35.29,29.41,52.94,17.65,5,2,1,0,1,3,4,0,0,3,2,0,1,3,3,0,2,1,1,0,4,2,1,0,2,1,5,3,2,0,1,4,3,0,2,1,0,2,0,2,7,2,1,1,1,3,1,1,1,2,2,2,2,2,1,4,0,1,5,2,2,0,1,0,2,4,6,9,0,1,2,3,4,0,1,2,3,4,0,1,2,3,5,0,1,3,5,7,0,1,2,3,4,0,1,2,3,5,0,0,1,2,3,0,2,4,6,9,0,1,2,3,5,0,2,4,6,8,0,1,2,3,4,0,0,1,2,3,0,2,5,8,11,0,0,1,2,3,0,1,3,4,6,0,1,2,3,5,0,1,3,4,6,0,1,2,3,5,0,2,4,6,9,0,0,1,2,3
23.53,29.41,47.06,33.33,46.67,20.0,52.94,23.53,23.53,23.53,58.82,17.65,0.0,82.35,17.65,47.06,35.29,17.65,52.94,23.53,23.53,1,3,0,0,1,4,3,1,3,2,1,2,2,3,1,1,2,0,4,1,3,3,1,0,1,2,1,1,2,1,3,4,2,0,3,0,0,0,0,0,11,2,0,2,1,1,4,2,4,1,1,2,1,0,3,3,2,1,1,2,4,0,0,0,1,2,3,4,0,1,2,3,5,0,2,4,6,8,0,1,2,3,5,0,1,3,5,7,0,0,1,2,3,0,2,4,6,9,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,2,5,7,10,0,0,1,2,3,0,0,0,0,0,0,3,7,10,14,0,0,1,2,3,0,2,4,6,8,0,1,3,4,6,0,0,1,2,3,0,2,4,6,9,0,1,2,3,4,0,1,2,3,4
35.29,35.29,29.41,29.41,35.29,35.29,35.29,17.65,47.06,29.41,35.29,35.29,0.0,88.24,11.76,47.06,29.41,23.53,47.06,35.29,17.65,1,3,1,2,2,2,3,0,2,2,0,3,2,1,2,0,5,1,2,0,4,1,0,2,3,2,2,2,0,3,2,1,2,0,5,1,0,0,0,0,12,2,0,2,0,3,2,2,1,2,2,3,1,0,3,4,1,3,1,1,1,1,1,0,1,3,4,6,0,1,3,4,6,0,1,2,3,5,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,1,3,4,6,0,0,1,2,3,0,2,4,6,8,0,1,2,3,5,0,1,3,4,6,0,1,3,4,6,0,0,0,0,0,0,3,7,11,15,0,0,1,1,2,0,2,4,6,8,0,1,2,3,5,0,1,2,3,4,0,2,4,6,8,0,1,3,4,6,0,0,1,2,3
